553548404102414337	,"Still amazed by Uderzo's tributes to #CharlieHebdo. He's 87, but style, line, attitude unchanged. #InimitableGaul http://t.co/gerLPc0x3u",001891	,0,"['m.0289n8t', 'm.0kc5m', 'm.0dp8vh', 'm.06z90w', 'm.03hgt']"
553203538579701760	,"Details of attacks on Muslim community in France, grenades, &amp; shootings in aftermath of the #CharlieHebdo attack http://t.co/4u5fsWL75w",003503	,0,"['m.0289n8t', 'm.04y29', 'm.0f8l9c', 'm.06z90w', 'm.03hgt', 'm.0d0vp3', 'm.0hslb']"
553517380995792896	,"We're different, pls understand #JeSuisCharlie #NotInMyName http://t.co/4uoMLjd0t7",001933	,0,"['m.0289n8t', 'm.01g317', 'None', 'm.03hgt']"
552979992603533312	,"Good night, people. May tomorrow be a better day for France, for the world, and for freedom of speech. #JeSuisCharlie http://t.co/oxATzEbNpW",003051	,0,"['m.0289n8t', 'm.0f8l9c', 'm.0930v2', 'm.01g317', 'm.03hgt']"
553229626756329472	,'Stupidity will not win' - Survivors of #CharlieHebdo attack will publish new issue next week http://t.co/Nj2I6Toy2j http://t.co/GanDakkrwE,000175	,0,"['m.0289n8t', 'None', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.0d0vp3']"
552804454773567488	,Time to #TakeAStand #IAmCharlieHebdo #CharlieHebdo http://t.co/V9ZUa4VRJy,002454	,0,"['m.06z90w', 'm.0289n8t', 'm.03hgt']"
552827966950866945	,"I apologise for rough translation.   ""Freedom of expression is spilling ink,  not shedding blood.""  #JeSuisCharlie http://t.co/V1SjjmPaC0",001467	,0,"['m.03hgt', 'm.0289n8t', 'm.0930v2']"
552840905213083648	,The magazine attacked in Paris has a history of bold satire http://t.co/8cmAy23or3 #CharlieHebdo #ParisShooting http://t.co/HNJnTPQi6Z,000636	,0,"['m.0289n8t', 'm.06nbt', 'm.06z90w', 'm.03hgt', 'm.058sv', 'm.05qtj']"
553215305917665280	,鈥淭he paper will continue because they didn鈥檛 win.鈥?#CharlieHebdo vows to continue publishing http://t.co/I4mRRhzUrZ http://t.co/nAAbzqydOY,003614	,0,"['m.06z90w', 'm.01g317', 'm.0289n8t', 'm.03hgt']"
553168792017457154	,The letter from The Independent's Deputy Editor: In solidarity with #CharlieHebdo http://t.co/9qVffIEjkf http://t.co/i5xPjcJlk0,000978	,0,"['m.0289n8t', 'm.06z90w', 'm.03hgt', 'm.016g5h', 'm.06nfvk']"
552848961372176384	,"""I prefer to die standing than to live on my knees"" Charb, editor of #CharlieHebdo killed today  #JeSuisCharlie http://t.co/shxbtcOIYS",000833	,0,"['m.06z90w', 'm.01g317', 'm.0289n8t', 'm.03hgt']"
553532452472238080	,French envoy's #CharlieHebdo #Twitter photo goes viral #ParisTerror http://t.co/9oJmJE0OWU http://t.co/Z0CEEFGFeD,003250	,0,"['m.01s4pc', 'm.0289n8t', 'm.064_8sq', 'm.06z90w', 'm.01g317', 'm.03hgt']"
552829622128500736	,Map locating the Paris offices of satirical magazine Charlie Hebdo #AFP http://t.co/nJYCABZqAG,001744	,0,"['m.0289n8t', 'm.06nbt', 'm.06z90w', 'm.03hgt', 'm.02dlk9', 'm.058sv', 'm.05qtj']"
553492305521672192	,"The irony, it hurts. Apple, who repeatedly censored #CharlieHebdo on its platforms, is now claiming ""to be Charlie"" http://t.co/b1duzbndzQ",001321	,0,"['m.01v0sxx', 'm.0289n8t', 'm.09v2j1p', 'm.01n0b', 'm.01yrx', 'm.06z90w', 'm.09jcvs', 'm.03hgt', 'm.0k8z']"
552983003308515328	,"Incredibly sad pic of #CharlieHebdo cartoonist Wolinski's desk posted by his daughter. ""Papa est parti pas Wolinski."" http://t.co/AyXPd76BPG",002505	,0,"['m.0289n8t', 'm.03c27p5', 'm.06z90w', 'm.0bt_c3', 'm.0196pc', 'm.03hgt']"
553498106588049408	,Wow. @newyorker cover. #charliehebdo http://t.co/7lXstToyKw,003061	,0,"['m.06z90w', 'm.0g58v18', 'm.0289n8t', 'm.03hgt']"
553186515359379457	,A quick infographic explaining some of the immediate anti-Muslim backlash in France: http://t.co/Wuh9TW9IxA #CharlieHebdo,003503	,0,"['m.0289n8t', 'm.0f8l9c', 'm.06z90w', 'm.015jb0', 'm.03hgt', 'm.03xc_j']"
552839800433410049	,"Dear #ISIS, If you can't handle being lampooned then you are not ready to be politically relevant. #CharlieHebdo http://t.co/zLmUQr0uh1",002547	,0,"['m.06z90w', 'm.0289n8t', 'm.03hgt']"
552851847581413377	,This #cartoon sums up the absurdity of the killings. #CharlieHebdo #ParisShooting #parisattack http://t.co/xBus9qWLpa,001721	,0,"['m.06z90w', 'm.0215n', 'm.0289n8t', 'm.03hgt']"
553200573387124736	,"Jon Stewart on #CharlieHebdo: ""Comedy shouldn鈥檛 be an 鈥榓ct of courage': http://t.co/wWWJfKLwct http://t.co/8Lkv7kGsFb",000535	,0,"['m.0289n8t', 'm.01j7rd', 'm.01z4y', 'None', 'm.06z90w', 'm.01g317', 'm.03hgt']"
553148844574511104	,Amidst 100s gathered as close to #CharlieHebdo office as we can get鈥?France observes silence鈥?Notre Dame bells ring http://t.co/RbTC6Si5Hy,002213	,0,"['m.0289n8t', 'm.0hnnb', 'm.0dwtp', 'm.0gtxh', 'm.06z90w', 'm.01940j', 'm.01g317', 'm.080hkjn', 'm.03hgt', 'm.01l3vx']"
552831705351225344	,#JeSuisCharlie trends after brutal shooting at #CharlieHebdo magazine http://t.co/2tT7BnOx1u http://t.co/oMTsEqXs1h,000676	,0,"['m.06z90w', 'm.0289n8t', 'm.03hgt']"
553175714128990208	,8 journalists 2 officers 1 janitor 1 visitor  Victims killed in #CharlieHebdo attack: http://t.co/xZJo8kPPRA (Getty) http://t.co/sX1MMjd0Tc,002049	,0,"['m.0289n8t', 'm.0d8qb', 'm.06z90w', 'm.01g317', 'm.0bwk4lh', 'm.01x_cf', 'm.03hgt', 'm.0d0vp3', 'm.050k8']"
552794995942772736	,'...but I will to the death defend your right to say it'.  #charliehebdo #voltaire http://t.co/oFEHT8Xx3v,001423	,0,"['m.0289n8t', 'm.06z90w', 'm.07ym0', 'm.03hgt']"
553542208214036480	,Charlie Hebdo: this map pinpoints the four key locations in the dual sieges 鈥?live updates http://t.co/CbQCu50ckl http://t.co/6Cpy1BmKQO,002000	,0,"['m.0289n8t', 'm.03hgt']"
553177099843149824	,#IDF Chief references the attack at #CharlieHebdo while speaking to @NDU_EDU group in the #US http://t.co/x0Z4UoixiZ http://t.co/tpdRuer1g6,001289	,0,"['m.08jjsk', 'm.0289n8t', 'm.0248r3', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.02lg0r', 'm.09s93']"
553570818031374336	,PHOTOS: Two standoffs in Paris http://t.co/tRQVOdVkTt #ParisShooting #CharlieHebdo http://t.co/QSLIIMk9ir,003324	,0,"['m.0289n8t', 'm.0k4j', 'm.07r04', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.05qtj']"
553145755079569408	,"Following the #CharlieHebdo attack, three quarters of you say the media should publish satirical religious cartoons. http://t.co/RThtgxo70c",002180	,0,"['m.0289n8t', 'm.07r04', 'm.06bvp', 'm.01bjv', 'm.0hz28', 'm.06nbt', 'm.06z90w', 'm.01g317', 'm.01d4jd', 'm.03hgt', 'm.0d0vp3', 'm.04z0z']"
553097004138913792	,One of the best #JeSuisCharlie cartoons I have seen so far by @RteeFufkin http://t.co/VNMqFaJLxW,003282	,0,"['m.0289n8t', 'm.0b4101', 'm.03hgt']"
553157600225677312	,Over a thousand have gathered at Martin Place to pay their respects #CharlieHebdo #JeSuisCharlie. Photo: @ShooterWol http://t.co/NSjias7HAM,003087	,0,"['m.0289n8t', 'm.05x3t9', 'm.06z90w', 'm.01g317', 'm.03hgt']"
553145690424344576	,"#Paris, now. In front of Notre-Dame. #silence #charliehebdo http://t.co/6EP3Vci23H",002768	,0,"['m.0289n8t', 'm.0hnnb', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.05qtj']"
553124783043649537	,"You're not Charlie Hebdo unless you are prepared to retweet its most ""offensive"" cartoons  #iamcharlie http://t.co/fbyn2UEcn0",002414	,0,"['m.06z90w', 'm.0b4101', 'm.0289n8t', 'm.03hgt']"
553163862707818496	,Flags at half mast in Whitehall and Downing Street #charliehebdo http://t.co/DLORjNyNsl,000413	,0,"['m.012nm4', 'm.0289n8t', 'm.0bfcv7', 'm.01bjv', 'm.0f959', 'm.06z90w', 'm.03hgt', 'm.05h01d']"
553137713163943936	,Over 1000 French nationals gather in Martin Place in Sydney to remember victims of the #CharlieHebdo attack. http://t.co/6XibnO54MZ,001910	,0,"['m.0289n8t', 'm.05x3t9', 'm.0f8l9c', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.06y57']"
553540824768991233	,#CharlieHebdo attack: new hostage situation at Paris shop - live updates http://t.co/lNt8ldwaae http://t.co/x9smojQJK8,001627	,0,"['m.0289n8t', 'm.06z90w', 'm.012r14', 'm.03hgt', 'm.05qtj']"
552795778922864640	,It would go some way as a tribute to those killed at #CharlieHebdo if papers in every democracy published this Thurs http://t.co/CyqwWWWgJh,000132	,0,"['m.06z90w', 'm.026wp', 'm.0289n8t', 'm.03hgt']"
552849968546213888	,#JesuisCharlie is quickly spreading as a sign of support to victims of today鈥檚 shooting http://t.co/DC2vhjcHIL http://t.co/4T5PW9MboQ,003026	,0,"['m.0289n8t', 'm.03hgt']"
552818300041052160	,Photos from the scene of the Paris shooting at #CharlieHebdo office: http://t.co/dqcYAoG2ku http://t.co/mN0eKhoOK2,003040	,0,"['m.0289n8t', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.05qtj']"
553187282295877632	,Julian Assange has lost the plot. Blames 鈥淛ewish pro-censorship lobby鈥?for legitimizing the Charlie Hebdo massacre. http://t.co/QZClfKB6ZH,000489	,0,"['m.0b6k2_z', 'm.0289n8t', 'm.03hgt']"
553113395487330304	,How Parisians responded to the #CharlieHebdo attack... http://t.co/O1qrPOGOJ1 http://t.co/KnnfELpPM6,001555	,0,"['m.06z90w', 'm.0289n8t', 'm.03hgt']"
553109813807575040	,Did you hear about the #LoveBomb by British Muslims at French Embassy London yday? #CharlieHebdo  @mrjamesob @LBC http://t.co/0439amYA3m,002728	,0,"['m.0289n8t', 'm.0f8l9c', 'm.079x_x', 'm.06z90w', 'm.04jpl', 'm.01zpwz', 'm.01g317', 'm.03hgt']"
553544266526760960	,Photos from the manhunt for #CharlieHebdo suspects and ongoing hostage situations: http://t.co/8gxcTgehe5 http://t.co/mTwoTyewbH,000957	,0,"['m.0289n8t', 'm.0k4j', 'm.06z90w', 'm.01g317', 'm.012r14', 'm.03hgt']"
553199320053592067	,"Ukrainian journalists in front of embassy of #France today, via @HromadskeTV #JeSuisCharlie #CharlieHebdo http://t.co/UDymk4KC0K",002779	,0,"['m.0289n8t', 'm.0k4j', 'm.0f8l9c', 'm.06z90w', 'm.01g317', 'm.07t21', 'm.080hkjn', 'm.03hgt']"
553229592480481281	,Charlie Hebdo will publish one million copies next week with help from Google http://t.co/e1TKBbVpwl http://t.co/1ThluwbhVq,002516	,0,"['m.0289n8t', 'm.0hnnb', 'm.045c7b', 'None', 'm.01940j', 'm.06z90w', 'm.01g317', 'm.080hkjn', 'm.03hgt']"
553473629854646272	,I know a guy that feels really weird hearing all this media fountain about European freedom of speech. #CharlieHebdo http://t.co/1IqtP6jE9M,000498	,0,"['m.0289n8t', 'm.0930v2', 'm.064qs8m', 'm.06z90w', 'm.01g317', 'm.03hgt', 'm.04z0z']"
553225402282692608	,"#CharlieHebdo: If we talk about 鈥榳ar鈥? we fall into the trap set by murderers, @robinlustig http://t.co/dbBJUkm0sR http://t.co/IqouaAdFxx",002099	,0,"['m.06z90w', 'm.01g317', 'm.0289n8t', 'm.03hgt']"
553125301090525185	,French Muslims condemn the Charlie Hebdo shooting http://t.co/ybORInfaLK http://t.co/SLUJRFhy3u,002668	,0,"['m.0289n8t', 'm.04y29', 'm.01v_s3', 'None', 'm.01g317', 'm.03hgt', 'm.03ts0c']"
553117857609809920	,Brilliant cartoons continue to emerge in wake of #Charliehebdo attack. This one via @lectrr http://t.co/9oR6bGmDQY,000763	,0,"['m.0289n8t', 'm.06z90w', 'm.0b4101', 'm.03hgt', 'm.0d0vp3']"
552984940900384769	,I am a Muslim and I am trully condemning the France Gunmen for their idiotic and barbaric action!   #JeSuisCharlie http://t.co/fgZixpykvG,003422	,0,"['m.01l3vx', 'm.04y29', 'm.0289n8t', 'm.03hgt']"
553591653647138816	,It would have been nice to take them alive but it feels good that they鈥檙e dead. #JeSuisCharlie http://t.co/AczlhJxarf,000060	,0,"['m.0289n8t', 'm.01g317', 'm.0cp6w', 'm.03hgt']"
553144448452792321	,60 seconds of #solidarite. @INM_ie #CharlieHebdo #JeSuisCharlie http://t.co/eIKTErJ2dY,001484	,0,"['m.0289n8t', 'm.01c648', 'None', 'm.06z90w', 'm.01g317', 'm.03hgt']"
553118438332571648	,A look at the irreverent covers of #CharlieHebdo: http://t.co/qf1IrCuONy http://t.co/WEDybNqLub,002852	,0,"['m.06z90w', 'm.0289n8t', 'm.03hgt']"
553209843939831809	,Independent cartoonist @DaveBrownToons on the story behind our #CharlieHebdo front page image http://t.co/pmyzSyahAT http://t.co/Lle6K8uPDg,001331	,0,"['m.06z90w', 'm.0289n8t', 'm.0196pc', 'm.03hgt']"
552824885484224513	,Love is stronger than hate #CharlieHebdo http://t.co/XegvHUoHsD,001199	,0,"['m.03plx', 'm.06z90w', 'm.0289n8t', 'm.03hgt']"
553201523577331712	,"Yes, they drew first. Don't ever be silent, don't ever be ignorant. We stand with you! #JeSuisCharlie Everyone RT! http://t.co/Jm0y5PGIDh",003125	,0,"['m.0289n8t', 'm.03hgt']"
553522808417157120	,People should actually know the difference. #JeSuisCharlie http://t.co/QIVgReU6Kh,001785	,0,"['m.0289n8t', 'm.01g317', 'm.03hgt']"
553161458931236864	,We stand with Charlie Hebdo in rejecting oppression and violence in all its forms.  http://t.co/cDL1yKX1wo http://t.co/Nu6KlDe0e6,000733	,0,"['m.02_dff', 'm.06z90w', 'm.0289n8t', 'm.03hgt']"
